,x,y,target
0,3.8821732997894287,-36.28586196899414,3.0
1,-11.887479782104492,34.275997161865234,2.0
2,2.5897138118743896,-34.49220275878906,2.0
3,3.9259555339813232,19.391254425048828,2.0
4,2.1425137519836426,-5.521170616149902,3.0
5,-8.902335166931152,32.46533966064453,1.0
6,6.633763313293457,13.572132110595703,3.0
7,-1.8763772249221802,-20.96573257446289,3.0
8,-12.26063346862793,34.81047439575195,1.0
9,-1.5613073110580444,-15.79613208770752,3.0
10,-2.085479736328125,-17.550312042236328,2.0
11,-1.0732945203781128,-25.71963119506836,1.0
12,-1.6614439487457275,-18.626995086669922,0.0
13,3.0708205699920654,-35.63876724243164,3.0
14,0.761861264705658,-8.085977554321289,0.0
15,1.0014597177505493,-30.71480369567871,2.0
16,7.12071418762207,9.492203712463379,2.0
17,-0.28096359968185425,-11.608640670776367,0.0
18,-11.837035179138184,34.75080108642578,0.0
19,-3.493990182876587,27.47085952758789,0.0
20,0.7281242609024048,-8.468708038330078,0.0
21,-12.510790824890137,35.030147552490234,0.0
22,6.0397772789001465,2.7076637744903564,2.0
23,-5.92385196685791,29.5045166015625,1.0
24,1.7553620338439941,-32.52937316894531,3.0
25,-11.67425537109375,34.63396072387695,2.0
26,1.965126395225525,-5.8762688636779785,2.0
27,-5.822052001953125,29.392051696777344,2.0
28,2.334177255630493,-33.68971633911133,2.0
29,4.365283012390137,-1.5676556825637817,0.0
30,-1.920472264289856,-16.992610931396484,0.0
31,-1.1720201969146729,-24.484575271606445,2.0
32,0.19675271213054657,-9.120203018188477,0.0
33,3.8567981719970703,-1.4101723432540894,0.0
34,3.9572243690490723,-36.41293716430664,3.0
35,0.1250143051147461,-28.959440231323242,3.0
36,0.08053114265203476,-9.535005569458008,2.0
37,-0.5937424898147583,-26.983577728271484,3.0
38,-0.25764918327331543,-10.638936996459961,0.0
39,-7.861874103546143,31.33305549621582,2.0
40,3.0515711307525635,-35.12815856933594,3.0
41,1.159324288368225,-31.277009963989258,3.0
42,1.2671014070510864,-31.52092742919922,3.0
43,6.816492557525635,6.9903130531311035,3.0
44,-1.5345640182495117,-23.749513626098633,3.0
45,-9.831587791442871,33.04145050048828,2.0
46,-7.917319297790527,31.371139526367188,1.0
47,-10.97441577911377,33.56397247314453,1.0
48,4.2137064933776855,-0.9299709796905518,2.0
49,-3.310584306716919,27.769628524780273,1.0
50,-1.1965298652648926,25.58107566833496,2.0
51,7.126095294952393,9.147737503051758,3.0
52,5.026406764984131,17.587629318237305,0.0
53,2.375684976577759,-4.635632038116455,0.0
54,0.5281415581703186,-8.709855079650879,3.0
55,-11.438746452331543,34.07465744018555,1.0
56,-0.5252482891082764,-27.383127212524414,2.0
57,-4.113718032836914,28.042142868041992,2.0
58,3.600432872772217,-2.0612361431121826,1.0
