,x,y,target
0,23.290138244628906,-4.553182125091553,3.0
1,-19.283153533935547,16.371601104736328,2.0
2,20.35995101928711,-7.639440059661865,2.0
3,-3.1561412811279297,10.659366607666016,2.0
4,5.471609592437744,-8.5724458694458,3.0
5,-24.676809310913086,17.79060173034668,1.0
6,5.913661956787109,-23.054832458496094,3.0
7,6.604940891265869,-5.8844099044799805,3.0
8,-25.73244285583496,12.019522666931152,1.0
9,11.125149726867676,-1.0543195009231567,3.0
10,2.880969762802124,2.0042314529418945,2.0
11,21.38922119140625,-12.907146453857422,1.0
12,15.824033737182617,-18.687728881835938,0.0
13,19.43905258178711,-1.3309381008148193,3.0
14,5.224496364593506,-9.477436065673828,0.0
15,11.05666446685791,4.3805413246154785,2.0
16,-6.709662914276123,-5.744525909423828,2.0
17,6.721233367919922,-13.089858055114746,0.0
18,-29.829273223876953,16.351350784301758,0.0
19,-27.639339447021484,14.63430404663086,0.0
20,4.770852088928223,-6.913311004638672,0.0
21,-30.60955810546875,16.824440002441406,0.0
22,0.988825261592865,8.776642799377441,2.0
23,-24.480464935302734,11.154098510742188,1.0
24,11.867586135864258,0.19158586859703064,3.0
25,-25.890546798706055,4.65339469909668,2.0
26,3.0877795219421387,7.063046455383301,2.0
27,-19.926023483276367,14.57190990447998,2.0
28,20.278779983520508,-9.731637001037598,2.0
29,6.498965263366699,-19.85016441345215,0.0
30,7.914342880249023,2.4615538120269775,0.0
31,19.763216018676758,-11.784913063049316,2.0
32,11.591687202453613,-14.374927520751953,0.0
33,4.874635219573975,2.5600013732910156,0.0
34,13.505040168762207,6.963184356689453,3.0
35,17.919313430786133,-11.790721893310547,3.0
36,-2.374910593032837,-3.1113879680633545,2.0
37,11.622648239135742,-0.7124683856964111,3.0
38,15.278060913085938,-18.975914001464844,0.0
39,-20.18321418762207,9.856223106384277,2.0
40,13.349725723266602,6.054101943969727,3.0
41,8.534269332885742,-4.363869667053223,3.0
42,12.091665267944336,4.596719741821289,3.0
43,0.4155246913433075,-14.123165130615234,3.0
44,9.687376976013184,5.073919296264648,3.0
45,-24.41776466369629,7.700738906860352,2.0
46,-24.51140785217285,16.156211853027344,1.0
47,-22.936080932617188,12.891263008117676,1.0
48,-3.5453684329986572,-2.7026612758636475,2.0
49,-22.186017990112305,5.966421127319336,1.0
50,-16.662351608276367,11.15210247039795,2.0
51,-0.3722494840621948,-5.03884220123291,3.0
52,-10.254761695861816,3.657524585723877,0.0
53,9.770336151123047,-15.227424621582031,0.0
54,5.897243499755859,-7.7509379386901855,3.0
55,-21.611860275268555,16.778907775878906,1.0
56,22.09679412841797,-10.875160217285156,2.0
57,-27.53409194946289,9.647096633911133,2.0
58,5.055231094360352,9.37527084350586,1.0
59,21.988306045532227,-9.851672172546387,2.0
60,-13.039623260498047,-0.041014574468135834,1.0
61,21.49444580078125,-4.795587539672852,2.0
62,-7.926939487457275,5.59157657623291,1.0
63,-2.246527910232544,-1.3363666534423828,1.0
64,-24.04161834716797,14.293063163757324,1.0
65,-12.314263343811035,2.087360143661499,0.0
66,1.9033222198486328,-14.36677360534668,3.0
67,18.982044219970703,-6.114118576049805,1.0
68,-7.685188293457031,-2.557255744934082,2.0
69,-18.000885009765625,12.593429565429688,1.0
70,7.148071765899658,-4.926890850067139,3.0
71,21.15876007080078,-12.465683937072754,1.0
72,14.957586288452148,-14.395753860473633,0.0
73,-16.424266815185547,6.782309055328369,0.0
