44,1,1,0,2,0,1,0,1,1.4,93.444,-36.1,4.963,5228.1,0
53,9,1,5,0,0,1,0,1,-0.1,93.2,-42,4.021,5195.8,0
28,4,2,4,2,0,3,2,2,-1.7,94.055,-39.8,0.729,4991.6,1
39,7,1,1,0,0,2,0,1,-1.8,93.075,-47.1,1.405,5099.1,0
55,5,1,0,2,0,1,1,2,-2.9,92.201,-31.4,0.869,5076.2,1
30,4,0,0,2,0,8,0,1,1.4,93.918,-42.7,4.961,5228.1,0
37,1,1,0,2,0,1,0,1,-1.8,92.893,-46.2,1.327,5099.1,0
39,1,0,0,2,0,1,0,1,-1.8,92.893,-46.2,1.313,5099.1,0
36,0,1,4,0,0,1,1,2,-2.9,92.963,-40.8,1.266,5076.2,1
27,1,2,0,2,0,2,1,0,-1.8,93.075,-47.1,1.41,5099.1,0
34,3,2,4,0,0,2,0,1,1.1,93.994,-36.4,4.864,5191,0
41,4,1,4,2,0,1,0,1,1.4,93.444,-36.1,4.964,5228.1,0
55,4,1,4,0,0,3,0,1,1.4,93.444,-36.1,4.965,5228.1,1
33,7,0,1,2,0,5,0,1,-1.8,92.893,-46.2,1.291,5099.1,0
26,0,1,1,0,2,1,0,1,1.4,94.465,-41.8,4.96,5228.1,0
52,7,1,1,2,0,2,0,1,1.4,93.918,-42.7,4.962,5228.1,0
35,7,1,1,0,0,2,0,1,-1.8,93.075,-47.1,1.365,5099.1,1
27,0,2,4,0,0,1,0,1,-0.1,93.798,-40.4,4.86,5195.8,1
28,1,1,0,0,0,1,0,1,1.1,93.994,-36.4,4.86,5191,0
26,10,2,0,2,2,4,0,1,1.4,93.918,-42.7,4.96,5228.1,0
41,10,1,0,2,0,1,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
35,1,2,5,0,2,1,0,1,1.4,94.465,-41.8,4.967,5228.1,0
40,0,1,4,2,0,1,0,1,1.4,93.918,-42.7,4.963,5228.1,0
32,9,2,3,0,0,1,0,1,1.4,93.918,-42.7,4.968,5228.1,0
41,1,1,1,2,2,3,0,1,1.4,93.918,-42.7,4.962,5228.1,0
34,2,2,4,2,0,2,0,1,-1.8,92.893,-46.2,1.344,5099.1,0
49,9,0,5,2,2,1,0,1,-3.4,92.431,-26.9,0.754,5017.5,0
37,0,1,1,2,0,1,1,2,-1.8,93.075,-47.1,1.365,5099.1,0
35,1,1,0,2,0,2,0,1,-1.8,92.893,-46.2,1.313,5099.1,0
38,1,2,0,0,0,5,0,1,1.4,93.918,-42.7,4.961,5228.1,0
47,7,0,1,0,0,1,0,1,1.4,94.465,-41.8,4.961,5228.1,0
46,0,1,4,0,0,2,0,1,-1.8,92.893,-46.2,1.327,5099.1,0
27,9,1,3,2,0,1,0,1,-1.8,92.893,-46.2,1.299,5099.1,0
29,9,1,1,2,0,3,0,1,-2.9,92.963,-40.8,1.268,5076.2,1
32,7,0,0,0,0,2,0,1,1.4,93.918,-42.7,4.963,5228.1,0
36,1,1,0,0,0,1,2,0,-1.8,92.893,-46.2,1.334,5099.1,0
29,1,1,0,2,2,1,0,1,1.4,93.918,-42.7,4.96,5228.1,0
47,9,1,1,0,0,2,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
44,1,1,0,2,0,25,0,1,1.4,94.465,-41.8,4.96,5228.1,0
54,4,1,4,2,2,11,0,1,1.4,93.444,-36.1,4.962,5228.1,0
36,1,1,0,0,0,2,0,1,1.1,93.994,-36.4,4.86,5191,0
42,1,1,0,2,0,1,0,1,1.1,93.994,-36.4,4.857,5191,0
44,1,1,0,0,0,5,0,1,1.4,93.918,-42.7,4.961,5228.1,0
72,5,0,0,2,0,2,0,1,-3.4,92.649,-30.1,0.715,5017.5,1
48,1,1,0,0,0,3,0,1,1.4,93.444,-36.1,4.966,5228.1,0
36,4,1,1,2,0,1,0,1,-0.1,93.2,-42,4.076,5195.8,0
35,3,1,0,2,0,1,0,1,1.4,93.444,-36.1,4.965,5228.1,0
43,2,1,0,2,0,3,1,0,-1.8,92.893,-46.2,1.354,5099.1,0
56,5,1,0,2,0,1,0,1,1.4,93.444,-36.1,4.967,5228.1,0
42,1,1,0,2,0,2,0,1,1.4,94.465,-41.8,4.959,5228.1,0
31,0,2,4,2,0,1,0,1,-1.8,92.893,-46.2,1.354,5099.1,0
32,9,1,0,0,0,5,0,1,1.4,94.465,-41.8,4.958,5228.1,0
33,1,1,1,2,2,2,1,0,-1.8,92.893,-46.2,1.354,5099.1,0
31,1,1,0,0,0,4,0,1,1.4,94.465,-41.8,4.864,5228.1,0
39,4,1,4,2,0,1,0,1,1.1,93.994,-36.4,4.859,5191,0
30,1,1,1,0,0,4,0,1,1.1,93.994,-36.4,4.857,5191,0
24,4,2,4,2,0,4,1,0,-1.8,92.893,-46.2,1.27,5099.1,0
24,0,1,1,0,2,1,0,1,1.1,93.994,-36.4,4.857,5191,0
38,1,1,3,2,0,4,0,1,1.1,93.994,-36.4,4.859,5191,0
26,1,1,1,2,0,12,0,1,1.4,94.465,-41.8,4.959,5228.1,0
41,9,1,3,0,0,1,0,1,1.1,93.994,-36.4,4.856,5191,0
34,0,1,1,2,2,1,0,1,-1.8,93.075,-47.1,1.405,5099.1,0
30,4,1,4,0,0,1,0,1,-1.8,92.843,-50,1.811,5099.1,1
37,0,1,4,2,0,1,0,1,-0.1,93.2,-42,4.021,5195.8,0
68,5,1,0,2,0,1,0,1,-2.9,92.469,-33.6,1.029,5076.2,0
31,0,2,1,0,0,2,0,1,1.4,93.918,-42.7,4.962,5228.1,0
48,9,0,4,2,0,1,0,1,-1.8,93.075,-47.1,1.365,5099.1,0
33,9,1,3,2,0,4,0,1,1.1,93.994,-36.4,4.857,5191,0
59,6,2,4,2,0,3,0,1,-1.8,92.893,-46.2,1.259,5099.1,0
44,1,1,5,2,0,3,0,1,1.1,93.994,-36.4,4.857,5191,0
28,11,2,5,2,0,1,0,1,1.4,94.465,-41.8,4.866,5228.1,0
50,4,1,4,0,0,3,1,2,-2.9,92.201,-31.4,0.883,5076.2,0
33,2,1,4,0,0,1,0,1,-0.1,93.2,-42,4.076,5195.8,0
45,7,1,3,2,0,1,0,1,1.1,93.994,-36.4,4.857,5191,0
40,4,1,4,0,0,2,0,1,1.4,93.918,-42.7,4.96,5228.1,0
45,7,1,3,0,0,18,0,1,1.4,93.444,-36.1,4.962,5228.1,0
43,9,0,4,0,0,2,0,1,1.1,93.994,-36.4,4.858,5191,0
54,1,1,3,2,2,3,0,1,1.1,93.994,-36.4,4.857,5191,0
53,9,0,3,0,0,1,0,1,1.1,93.994,-36.4,4.856,5191,0
35,6,2,4,2,0,1,0,1,1.4,93.918,-42.7,4.968,5228.1,0
30,9,2,3,2,0,1,0,1,1.4,93.444,-36.1,4.966,5228.1,0
25,9,1,3,2,0,2,0,1,1.4,94.465,-41.8,4.962,5228.1,0
35,7,0,3,0,2,1,0,1,1.4,93.444,-36.1,4.963,5228.1,0
54,0,1,4,2,0,1,0,1,-1.8,92.843,-50,1.56,5099.1,1
30,1,1,0,0,0,2,0,1,1.4,93.918,-42.7,4.96,5228.1,0
38,0,1,4,2,0,1,0,1,1.4,93.444,-36.1,4.963,5228.1,0
35,0,1,4,2,0,1,1,0,-3.4,92.431,-26.9,0.74,5017.5,0
47,1,1,3,2,0,1,0,1,1.1,93.994,-36.4,4.856,5191,0
32,1,2,1,2,0,3,0,1,1.4,93.918,-42.7,4.962,5228.1,0
27,1,1,0,2,0,1,0,1,1.1,93.994,-36.4,4.856,5191,0
40,1,1,0,1,1,1,0,1,-0.1,93.2,-42,4.245,5195.8,1
31,0,1,1,0,0,3,0,1,1.1,93.994,-36.4,4.857,5191,0
42,1,0,0,0,0,2,0,1,-1.8,93.075,-47.1,1.405,5099.1,0
40,1,1,0,2,0,4,0,1,-1.8,92.893,-46.2,1.327,5099.1,0
31,0,2,1,2,0,1,0,1,-0.1,93.2,-42,4.12,5195.8,0
57,9,1,0,0,0,2,0,1,1.4,94.465,-41.8,4.958,5228.1,0
38,0,2,1,2,0,1,1,2,-1.8,93.749,-34.6,0.659,5008.7,1
39,7,1,1,0,0,2,0,1,1.1,93.994,-36.4,4.858,5191,0
37,0,0,1,2,2,5,0,1,1.1,93.994,-36.4,4.858,5191,0
50,10,1,3,2,2,1,0,1,1.4,93.918,-42.7,4.962,5228.1,0
33,1,2,0,2,2,1,0,1,-1.8,93.075,-47.1,1.365,5099.1,1
41,1,1,0,1,1,1,0,1,1.4,94.465,-41.8,4.864,5228.1,0
37,2,1,0,1,1,1,0,1,1.1,93.994,-36.4,4.857,5191,0
25,8,2,1,0,0,1,0,1,-1.8,93.075,-47.1,1.415,5099.1,0
35,0,1,1,0,0,1,0,1,1.4,93.918,-42.7,4.963,5228.1,0
46,4,1,4,0,0,2,0,1,1.4,93.918,-42.7,4.962,5228.1,1
29,0,0,4,0,0,3,0,1,1.4,94.465,-41.8,4.96,5228.1,0
35,0,1,4,2,0,4,0,1,1.4,93.444,-36.1,4.962,5228.1,0
